Gene,GAs1,GAs2,GAs3,GC1,GC2,GC3,UAs1,UAs2,UAs3,UC1,UC2,UC3
Solyc07g043717.1,0,0,0,0,0,0,0,0,0,0,0,0
Solyc11g044230.3,1425,1905,1670,1915,2492,3053,3011,1710,2123,1548,1581,1459
Solyc07g048120.3,1718,2468,1116,1534,2399,2130,935,714,996,1132,1381,1391
Solyc01g079120.3,14,14,6,11,27,41,1,16,13,8,15,25
Solyc01g107710.2,2,0,6,0,0,0,0,2,0,0,1,0
Solyc02g093120.4,1774,1770,971,1551,1685,2300,1236,607,940,1125,990,958
Solyc10g061845.1,0,0,0,0,0,0,0,0,0,0,0,0
Solyc11g013370.3,1462,1838,1231,1484,1793,2060,1058,795,1283,1400,1256,1494
Solyc02g062870.3,0,0,4,4,0,0,0,0,0,0,0,0
Solyc03g006310.4,1266,1023,398,635,880,828,908,516,213,448,411,442
Solyc12g096195.1,0,0,0,0,0,0,0,0,0,0,0,0
Solyc04g077800.1,0,0,0,0,0,0,0,0,0,0,0,0
Solyc01g097850.1,6,0,1,0,0,0,0,0,1,0,0,1
Solyc12g100060.1,4128,4656,3582,4443,4368,5110,2638,2094,3477,4068,2571,3367
Solyc09g075500.3,540,675,324,426,677,786,491,453,620,512,585,510
Solyc03g006430.3,458,661,437,453,356,463,635,459,468,507,397,635
Solyc09g092287.1,0,0,0,0,0,0,0,0,0,0,0,0
Solyc04g082660.2,1784,1978,1694,2099,1960,2635,3271,2510,2467,1286,874,1487
Solyc09g075490.4,3141,3598,2031,2946,3202,3473,2565,1807,2102,2387,2202,2750
Solyc12g035310.3,0,0,0,0,0,0,0,0,0,0,0,0
Solyc01g097730.4,858,931,430,700,998,803,658,260,534,479,405,507
Solyc10g007830.1,1,0,0,0,0,0,0,0,9,21,0,1
Solyc07g048000.3,18,3,8,5,28,5,18,2,6,0,3,8
Solyc12g035180.1,0,0,0,6,0,14,0,0,1,31,6,8
Solyc01g057310.4,146,166,130,215,147,254,513,323,508,478,170,431
Solyc07g017750.4,3867,4255,2377,3832,3931,4491,2225,1631,2239,2617,2274,2561
Solyc12g095830.3,6953,8266,5280,7630,8508,8506,4051,3160,4758,6576,6019,6927
Solyc09g018620.1,0,0,0,0,0,0,0,0,0,0,0,0
Solyc04g077180.3,105,123,122,33,84,187,555,123,343,172,261,269
Solyc10g008540.3,92,46,45,24,51,138,140,84,243,122,53,206
Solyc11g063620.2,0,0,0,0,0,0,0,0,0,0,0,0
Solyc06g011275.1,0,0,0,0,0,0,0,0,0,0,0,0
Solyc05g006325.1,0,0,0,0,0,0,0,0,0,0,0,0
Solyc06g074300.4,12976,17013,7124,8585,10834,11464,21224,12811,8746,5784,5626,6232
Solyc10g055597.1,526,442,386,533,623,906,476,179,363,236,323,208
Solyc01g090850.3,1116,1207,501,987,1296,1192,513,437,525,779,671,763
Solyc09g075620.3,0,0,0,0,0,0,0,0,0,0,0,0
Solyc02g062140.2,1552,3082,2106,2664,2697,2480,368,124,436,898,1134,823
Solyc04g082780.3,6926,9261,7947,7897,8360,9604,10314,7272,10032,5993,7298,7089
Solyc11g013250.1,26,48,14,40,62,32,5,6,4,115,244,184
Solyc02g062750.4,4,1,0,0,0,0,0,9,3,0,1,5
Solyc02g093000.3,608,773,592,611,693,1097,696,362,557,588,304,377
Solyc05g041430.3,2677,3579,2576,3840,3787,4568,5441,3807,5543,2824,2295,3165
Solyc12g095950.1,0,0,0,0,0,0,0,0,0,0,0,0
Solyc04g077060.3,1821,1949,1133,1742,1947,2288,1459,935,1239,1507,995,1170
Solyc11g063740.3,0,0,0,0,0,0,0,0,0,0,0,0
Solyc01g107580.4,994,745,238,387,643,347,466,210,144,204,237,269
Solyc06g008340.4,1828,1843,975,1714,2342,2123,990,637,962,1301,1348,1420
Solyc09g018500.3,53,209,85,49,48,29,86,24,23,52,29,75
Solyc09g008000.3,119,147,133,69,141,329,162,54,98,173,38,50
Solyc10g008420.3,1985,2155,1573,2000,2728,2610,2029,1317,2625,2413,1621,2104
Solyc04g077790.3,1219,1762,955,1352,1600,1385,711,664,587,523,433,501
Solyc07g032627.1,0,0,0,0,0,0,0,0,0,0,0,0
Solyc06g074290.1,134,236,84,257,210,120,202,111,109,92,123,104
Solyc06g073580.4,0,0,0,0,1,0,1,2,0,9,0,0
Solyc11g007670.3,1121,1070,586,919,1070,1134,1499,1002,1313,1165,923,1153
Solyc02g030560.1,0,0,0,0,0,0,0,0,0,0,0,0
Solyc10g008780.1,8,18,6,6,30,41,55,13,35,32,1,15
Solyc08g075650.3,1386,1526,825,1434,1401,1692,1168,812,1008,863,968,1192
Solyc05g041920.3,1068,955,629,910,703,399,145,81,80,151,257,288
Solyc11g012910.2,515,701,980,1321,1078,975,632,431,453,444,678,744
Solyc12g019870.1,0,0,0,0,0,0,0,0,0,0,0,0
Solyc06g051575.1,28,48,46,68,59,51,11,8,15,3,0,4
Solyc06g074780.1,1460,1935,1380,1521,1932,2347,2476,1969,3304,3134,3703,2930
Solyc04g082290.4,203,226,163,199,202,408,1615,894,930,663,381,802
Solyc10g068355.1,0,0,0,0,0,0,0,0,0,0,0,0
Solyc07g047650.1,0,0,0,0,0,0,0,0,0,0,0,0
Solyc08g005080.2,1,0,0,0,0,0,0,0,0,1,0,0
Solyc01g103160.3,2135,1976,651,1173,1759,2271,1388,775,582,968,591,800
Solyc01g107460.2,3433,1675,726,4051,4380,2554,13930,11479,20290,20981,31754,31464
Solyc01g057670.1,0,0,0,0,0,0,0,0,0,0,0,0
Solyc04g082300.2,840,925,671,701,733,1183,648,331,503,633,442,541
Solyc05g014170.2,8,4,0,9,0,1,10,0,1,1,1,12
Solyc03g111970.4,1637,2325,1066,2178,2983,2019,1323,829,1248,1274,1314,2166
Solyc11g043150.2,1525,1626,1113,1378,1850,1995,1104,672,945,1181,1127,965
Solyc00g500391.1,0,0,0,0,0,0,0,0,0,0,0,0
Solyc04g076840.1,0,0,0,0,0,0,0,0,0,0,0,0
Solyc05g014290.4,0,0,0,0,0,0,0,0,0,0,0,0
Solyc11g039760.1,0,0,0,0,0,0,0,0,0,0,0,0
Solyc07g005000.3,2571,2750,2086,2037,2364,2687,2395,1343,2192,1931,2202,2567
Solyc05g056480.3,2327,2293,1844,3981,3819,2869,582,427,541,577,999,571
Solyc09g150143.1,6801,5869,3608,5191,6310,8236,5691,2956,5549,4552,5118,5385
Solyc02g021163.1,18,35,49,6,29,13,10,1,20,11,14,27
Solyc12g035670.3,2394,2081,1409,2142,2344,2319,988,769,1091,1217,1094,1303
Solyc02g063220.3,1280,1805,1368,1109,1438,2438,986,655,833,853,846,726
Solyc07g053110.3,35,29,41,0,22,4,0,1,0,0,0,5
Solyc04g049222.1,0,0,0,0,0,0,0,0,0,0,0,0
Solyc09g011740.4,4234,8155,5621,5650,4904,4540,1585,717,1416,2694,3491,3490
Solyc01g044554.1,0,0,0,0,0,0,0,0,0,0,0,1
Solyc04g076600.3,99,60,31,21,54,64,1,4,5,10,6,14
Solyc11g150113.1,0,0,0,0,0,0,0,0,0,0,0,0
Solyc01g103040.4,743,1050,571,835,881,1059,659,394,538,609,765,893
Solyc01g107340.4,100,84,47,12,28,99,672,619,814,923,303,716
Solyc05g150151.1,0,0,0,0,0,0,1,0,0,0,0,0
Solyc11g012780.3,888,1667,1300,1141,1062,840,317,220,370,511,810,648
Solyc01g097970.4,174,181,117,67,87,88,515,401,287,252,222,362
Solyc00g500401.1,0,0,0,0,0,0,0,0,0,0,0,0
Solyc07g052880.4,300,247,131,294,367,447,222,131,333,144,373,214
Solyc11g007790.1,0,0,0,0,0,0,0,0,0,0,0,0
Solyc00g320430.1,0,0,0,0,0,0,0,0,0,0,0,0
Solyc03g120010.4,10205,11331,5827,10124,11479,13467,6806,3697,5069,5617,5999,5924
Solyc10g008910.1,124,651,973,168,284,566,6259,3973,3379,3047,1543,2365
Solyc08g075530.3,2837,2935,1848,2901,3433,4060,1268,823,1837,1677,1269,1756
Solyc04g076960.4,607,504,743,97,256,489,750,346,756,687,520,554
Solyc12g035430.1,496,577,273,578,789,800,195,157,244,200,326,279
Solyc00g198360.1,0,0,0,0,0,0,0,0,0,0,0,0
Solyc12g019990.1,367,263,121,336,243,338,174,108,117,67,87,89
Solyc11g021060.2,640,6361,1992,89,1378,115253,2069,5082,3100,2823,363,1675
Solyc11g039880.2,2739,3273,1959,1740,2362,2409,1248,851,649,937,735,1078
Solyc04g082170.3,6,5,5,1,0,0,14,11,9,6,0,10
Solyc06g008220.4,7310,6236,4526,6949,7406,8263,5232,4040,3054,1881,1405,1916
Solyc05g056360.2,0,0,0,0,0,0,0,0,0,0,0,0
Solyc12g035790.2,0,0,0,0,0,0,0,0,0,0,0,0
Solyc02g067085.1,60,146,73,42,21,29,33,22,63,52,30,55
Solyc02g070980.1,10,4,10,0,14,0,68861,42728,19699,4489,55,5434
Solyc07g053230.3,37,206,220,65,49,7,20,1,16,34,10,15
Solyc02g063340.1,0,0,0,1,0,0,0,0,0,0,0,0
Solyc09g011860.4,1581,5441,7190,2715,854,572,173,113,231,405,658,620
Solyc12g040255.1,0,0,0,0,0,0,0,0,0,0,0,0
Solyc03g111850.3,3659,4308,3703,2826,3324,3558,3867,3181,2706,1796,2120,2183
Solyc07g047900.3,912,744,503,632,840,875,639,534,707,625,514,592
Solyc10g008660.2,5,4,18,0,11,0,117,150,82,430,73,167
Solyc11g043030.1,0,0,0,0,0,0,0,0,0,0,0,0
Solyc03g083998.1,0,0,0,0,0,0,0,0,0,0,0,0
Solyc11g007800.3,1128,1146,476,590,796,1344,577,387,463,235,245,254
Solyc01g057430.3,141,161,134,240,313,218,18,1,17,17,15,23
Solyc04g076590.2,0,0,0,0,0,0,0,0,0,0,0,0
Solyc04g082540.2,0,0,0,0,0,0,8,18,0,18,0,0
Solyc06g073710.4,2,4,5,0,0,9,68,26,45,66,2,21
Solyc07g005120.3,2125,2602,1492,2540,2617,2947,1029,803,1327,1432,1666,1696
Solyc08g016725.1,1,0,0,0,0,0,0,0,0,0,0,0
Solyc03g120130.4,857,745,434,694,889,898,514,280,305,382,445,398
Solyc09g011980.1,4,0,2,0,14,0,0,0,0,7,0,1
Solyc06g008100.3,88,149,106,62,46,116,10,4,16,70,40,20
Solyc07g044785.1,706,357,316,706,673,663,35,84,51,118,104,81
Solyc02g070740.1,21,16,13,4,45,43,7,6,10,14,6,0
Solyc05g041670.3,0,0,0,0,0,0,0,0,0,0,0,0
Solyc02g091230.4,20,1,18,0,18,13,34,9,23,33,1,1
Solyc07g053470.4,4527,3597,1576,1518,2480,2573,1702,869,665,1088,1221,1412
Solyc04g081830.1,0,0,0,0,0,0,0,0,0,0,4,0
Solyc07g005240.4,1395,1266,938,858,1105,1361,1200,778,746,528,451,559
Solyc09g018740.1,3,10,4,4,4,5,7,0,0,14,4,6
Solyc05g056240.3,3102,4718,3244,4552,4461,5602,2975,2142,3057,2713,2470,2501
Solyc06g048520.3,3083,3594,2502,3252,2826,3216,882,552,1201,1314,1658,1611
Solyc06g061190.1,487,902,659,407,398,531,40,20,43,237,163,274
Solyc11g021180.2,0,0,0,0,0,0,0,0,0,0,0,0
Solyc05g025990.1,0,0,0,0,0,0,0,0,0,0,0,0
Solyc01g007800.3,13,21,12,15,44,39,164,111,182,140,30,60
Solyc12g087840.1,129,134,30,225,197,319,840,443,499,251,265,440
Solyc01g007790.4,880,1113,869,984,996,1537,929,692,983,663,682,632
Solyc08g005330.2,4,0,0,0,0,11,0,0,0,0,0,1
Solyc06g069010.3,14038,13049,5521,7799,8844,8066,16956,11227,8656,7673,6600,7982
Solyc12g055890.3,0,0,0,0,0,0,0,6,12,0,0,0
Solyc06g008090.3,1041,1543,799,1270,1349,1420,490,218,435,676,628,643
Solyc07g052760.3,519,772,427,456,670,725,374,244,452,725,399,504
Solyc04g009090.2,0,0,1,0,0,0,0,0,0,0,0,0
Solyc01g091810.1,0,0,0,10,0,0,0,0,1,2,0,0
Solyc02g022850.1,1013,2683,2199,1636,1081,674,223,198,229,317,310,332
Solyc05g025870.4,266,138,100,526,673,416,222,74,346,73,172,284
Solyc05g056120.3,2942,8827,5755,4292,3091,3038,2344,1518,1778,3731,1398,1973
Solyc08g075410.3,1151,1365,680,1024,1263,1709,1691,913,1009,821,823,817
Solyc06g073830.1,533,2077,843,753,455,119,0,5,16,0,11,9
Solyc01g107100.3,181,787,1445,124,76,132,50,7,1,46,56,74
Solyc07g052640.3,787,952,506,627,614,751,483,459,561,514,630,644
Solyc08g060840.1,1738,2099,1265,1300,1386,1589,734,606,799,1203,844,1140
Solyc06g051335.1,8,14,7,15,0,16,0,0,0,2,6,1
Solyc06g074540.4,109,125,62,46,110,154,237,96,139,124,43,82
Solyc02g070620.4,0,0,5,0,0,0,6,1,4,12,0,0
Solyc11g007920.1,4576,5709,3019,4812,5411,6340,11154,6190,9830,8056,6469,6400
Solyc07g047890.4,284,544,309,294,286,340,79,33,98,89,111,105
Solyc08g076120.3,824,941,380,680,888,818,566,327,440,390,1019,468
Solyc02g070860.4,1502,1738,1362,1390,1610,2166,1733,1159,1544,1213,975,1168
Solyc08g045870.3,0,0,0,0,0,0,0,0,0,0,0,0
Solyc08g075280.4,2101,1659,1089,2520,2847,2866,1075,414,1460,1872,2966,2171
Solyc12g006830.2,1546,2794,1370,1815,1954,2113,1176,605,723,840,1040,887
Solyc05g009180.1,85,148,104,51,28,78,23,1,42,10,19,5
Solyc02g063090.3,3285,3098,1299,2072,2321,2850,1581,867,795,886,999,881
Solyc11g063490.1,0,0,0,0,0,0,0,0,0,0,0,0
Solyc04g077310.3,506,521,587,365,387,253,92,64,108,223,309,399
Solyc12g043000.3,5396,7180,4756,5816,5954,6825,4860,3302,4081,3956,3810,4166
Solyc02g062380.3,52,154,165,45,18,28,134,140,100,43,34,33
Solyc08g005210.3,849,953,545,914,830,816,421,240,418,249,316,311
Solyc12g087960.2,1429,1677,1772,1567,1814,1885,379,313,685,528,540,712
Solyc01g007920.2,1689,2075,1363,1624,1959,2204,791,385,736,436,598,450
Solyc04g009100.1,0,0,0,0,0,0,0,0,0,0,0,0
Solyc05g014050.3,8002,8331,5249,6992,7990,8073,2555,1746,1960,2100,2335,2463
Solyc04g082420.3,1798,3138,3525,888,1384,2006,581,383,557,908,474,652
Solyc09g064695.1,0,0,0,0,0,0,0,0,0,0,0,0
Solyc02g091110.3,599,978,645,761,670,644,198,117,171,220,228,273
Solyc04g081710.2,0,0,0,0,0,0,0,0,1,0,0,0
Solyc12g055770.1,0,0,0,0,0,0,0,1,20,11,0,1
Solyc07g053350.4,468,1700,1923,801,626,1021,1302,865,1078,1911,1751,2116
Solyc11g028060.1,0,0,0,0,0,0,0,0,0,0,0,0
Solyc03g006790.3,0,1,10,1,0,0,15,3,6,7,0,1
Solyc01g058260.4,4787,6299,3869,3943,4669,7248,4342,2506,5246,4127,3651,4508
Solyc07g005360.3,2499,2270,1174,1469,2275,2582,1215,729,1021,1539,1682,1721
Solyc08g060960.1,0,0,0,0,0,0,0,0,0,0,0,0
Solyc02g030190.1,0,0,0,0,0,0,0,0,0,0,0,0
Solyc07g047770.4,3683,4542,3471,2990,3686,4118,2877,1942,3351,3581,2622,3254
Solyc12g006950.2,0,0,0,0,0,0,0,0,0,0,0,0
Solyc08g045750.1,35,119,58,66,85,85,53,42,38,67,66,57
Solyc01g068075.1,42,14,10,0,0,66,51,68,185,66,128,66
Solyc02g030200.1,19,36,24,5,30,18,8,15,29,21,6,18
Solyc06g073950.3,1429,1624,1064,1540,2022,1850,726,449,902,724,1282,793
Solyc12g019750.3,3392,3174,2351,2750,3275,4067,2704,1368,2139,2206,1822,1878
Solyc05g009060.2,29,36,20,6,9,30,4,2,10,29,10,18
Solyc12g043120.2,4485,6522,2932,3325,4497,3635,5958,4623,4850,5143,5236,5616
Solyc04g077430.4,1185,1301,866,1039,1282,1246,890,401,663,510,707,766
Solyc03g120250.3,11,26,0,41,6,15,5,4,0,5,1,4
Solyc04g076720.3,374,467,374,555,549,746,57,34,29,70,155,62
Solyc11g013620.1,0,0,0,0,0,0,0,0,0,0,0,0
Solyc01g091930.3,46,19,34,11,35,58,86,54,141,184,39,58
Solyc12g088670.2,116226,56069,51714,143822,172412,152802,15189,9578,19113,27955,50670,41244
Solyc01g107220.2,0,0,0,0,12,0,0,0,0,0,0,0
Solyc02g063100.2,0,0,0,0,0,0,1,5,4,0,0,0
Solyc05g023825.1,1,14,1,0,0,12,0,4,1,0,1,2
Solyc06g061070.3,29865,39621,35494,38834,37060,41746,77297,59534,67875,32216,27364,45115
Solyc08g076000.4,287,429,327,326,288,329,221,154,192,374,271,347
Solyc01g008260.4,754,837,501,754,994,810,509,394,528,342,435,538
Solyc07g041550.2,1824,2205,1711,1948,1951,2609,1519,673,1135,987,1016,1016
Solyc07g061805.1,792,673,322,622,652,1069,501,313,483,539,407,485
Solyc10g084140.2,3012,3662,2305,3244,3623,3442,1222,718,1587,1858,2168,2419
Solyc00g500308.1,0,0,2,0,0,0,1,0,0,0,0,0
Solyc03g120490.3,1025,1087,769,1016,1279,1591,1194,681,901,930,837,865
Solyc12g040470.2,1,0,0,0,0,0,0,1,26,0,2,0
Solyc08g076360.4,11063,13320,6755,14329,14122,12903,5792,4917,5323,5101,6599,6129
Solyc04g076230.3,3209,3751,2380,3036,3506,4117,2532,1657,2381,2406,2458,2540
Solyc08g080570.4,688,2084,1444,1109,1078,8555,673,555,729,569,530,638
Solyc09g009583.1,0,0,0,0,0,0,0,0,0,0,0,0
Solyc03g095550.2,4,0,0,0,0,0,0,0,0,0,0,0
Solyc06g008950.2,8,10,6,0,0,12,0,0,4,0,0,0
Solyc12g099760.2,1600,1920,1170,1615,1931,1825,1048,678,1255,1259,1415,1409
Solyc07g044760.3,9199,8394,5022,5771,7978,9072,3124,1895,2526,2913,2569,2763
Solyc11g073040.1,0,0,0,0,0,0,0,0,4,1,2,6
Solyc08g048520.1,1,0,10,6,1,12,0,0,0,0,0,0
Solyc08g080450.3,11,13,1,0,0,0,0,6,1,23,0,5
Solyc09g007040.1,44,27,12,29,4,38,1,9,17,2,6,11
Solyc09g011010.3,2746,3903,2440,4115,3562,3287,12138,10071,11767,6794,6889,8199
Solyc08g076480.3,5159,6664,3554,5081,6323,7347,6226,5033,6843,6092,5768,6607
Solyc12g099640.1,38,60,49,71,30,81,31,26,16,15,28,19
Solyc04g076110.4,3030,3801,2970,3076,3308,3689,1657,1417,2505,2719,3587,3334
Solyc06g005740.3,5,0,1,13,0,0,0,11,1,9,4,4
Solyc03g120500.4,1137,781,494,979,1050,1264,981,603,1215,864,945,1055
Solyc08g048390.3,2715,3531,2533,2441,2456,3168,1551,1115,1198,1879,998,1662
Solyc04g073950.2,475,650,656,252,259,242,201,119,209,196,261,281
Solyc11g056293.1,0,0,0,0,0,2,1,2,0,9,0,6
Solyc12g017475.1,46,38,38,48,58,37,41,20,13,23,26,24
Solyc01g008140.4,1145,1492,1378,1288,1027,1490,1305,823,1371,1354,1070,1330
Solyc11g007060.2,1061,1301,695,995,1251,1326,494,326,653,649,682,733
Solyc06g066480.1,0,0,0,0,0,0,0,0,0,0,0,0
Solyc01g066020.3,0,26,9,36,28,0,0,0,0,12,0,0
Solyc10g084260.3,1159,1572,942,1054,1474,874,927,748,1219,1021,1807,1609
Solyc03g120370.1,0,0,0,0,0,0,0,0,0,0,0,0
Solyc01g098930.3,388,320,451,110,275,534,178,106,175,113,139,90
Solyc09g015830.3,14635,29544,20226,18062,10833,8006,3389,2306,3268,4233,3575,4342
Solyc00g500178.1,0,0,0,0,0,0,0,0,0,0,0,0
Solyc06g008830.1,0,0,0,0,0,0,0,0,0,0,0,0
Solyc09g037170.3,0,0,0,0,0,0,0,0,0,0,0,0
Solyc04g074195.1,0,0,0,0,0,0,0,0,0,0,0,0
Solyc06g066240.4,0,13,4,0,0,15,89,45,105,68,2,31
Solyc11g007180.3,0,1,0,0,0,1,0,0,0,0,0,0
Solyc01g094110.3,0,0,0,0,0,0,2,0,8,0,0,8
Solyc04g054190.3,6129,8298,4896,6080,6773,5616,34797,30015,28842,20151,11976,20679
Solyc08g069236.1,0,0,0,0,0,0,0,0,0,0,0,0
Solyc07g008010.4,32,47,46,10,16,35,127,103,81,134,26,45
Solyc11g073160.3,2126,2821,1498,1946,1849,1847,799,522,722,393,268,459
Solyc01g066260.2,1,30,30,6,12,56,22,8,16,30,19,26
Solyc10g084020.1,13,1,2,0,0,0,0,0,0,0,0,0
Solyc01g008020.4,2082,2656,2253,2440,2419,2920,1614,1001,1483,1488,1096,1194
Solyc06g005860.3,851,882,412,436,633,717,583,329,406,307,353,353
Solyc09g005135.1,1,0,0,0,1,0,0,0,0,0,0,0
Solyc07g041310.3,9258,11113,5008,6123,7698,6720,13492,6934,5527,3689,3684,3086
Solyc12g055900.1,5,5,0,0,0,0,0,0,0,3,0,0
Solyc07g005480.3,1060,1080,428,885,1081,1258,584,298,498,507,551,664
Solyc10g084380.1,11,43,19,282,100,316,3927,3057,3684,1521,112,910
Solyc04g026110.4,148,115,134,42,102,192,448,328,465,269,83,233
Solyc01g058140.3,4084,4949,3467,4443,4378,5591,3737,2525,3230,3350,3416,4052
Solyc09g007160.4,1398,1449,1070,1189,1595,2388,796,634,731,744,676,770
Solyc09g011130.1,0,0,0,0,0,0,0,0,0,0,0,0
Solyc07g045255.1,655,1051,619,667,586,716,883,755,804,739,651,798
Solyc10g076510.2,722,900,891,362,577,620,321,81,276,936,1302,934
Solyc04g054200.3,1324,1518,872,756,895,1415,1120,750,852,1150,1000,1033
Solyc06g036110.1,2782,3980,1600,3000,1707,622,337,115,227,203,356,350
Solyc09g007280.4,1864,2010,1491,1803,2247,2836,1259,711,1147,1166,726,1034
Solyc06g009195.1,0,0,0,0,0,0,0,0,0,0,0,0
Solyc05g025907.1,70,183,78,99,134,111,91,96,157,103,72,119
Solyc08g079010.1,432,243,178,450,656,761,801,465,424,319,87,181
Solyc12g099400.2,1095,2317,1560,1598,1454,514,1204,664,999,1030,1665,1312
Solyc11g073280.2,3219,3341,1932,3195,3697,3375,3351,1865,2628,2653,2405,2635
Solyc05g026100.1,0,0,0,0,0,0,0,0,2,0,0,1
Solyc00g019730.1,0,0,0,0,0,0,0,0,0,0,0,0
Solyc00g500058.1,0,0,0,0,0,0,0,0,0,0,0,0
Solyc08g080820.1,0,0,0,0,0,0,0,0,0,2,0,0
Solyc04g070980.4,563,1427,1075,543,870,2245,2081,2407,3327,2529,1475,2587
Solyc06g066120.3,0,1,0,0,0,0,10,0,0,0,0,0
Solyc07g008130.3,1,14,37,0,1,23,8,0,0,0,0,0
Solyc10g076750.2,394,449,328,448,753,674,494,266,422,374,368,349
Solyc06g036350.3,2082,3195,1911,2061,2585,2716,2685,1756,1832,1618,1889,1910
Solyc03g120740.1,319,557,242,143,287,264,135,113,110,118,83,102
Solyc07g062000.2,0,0,0,0,0,0,0,0,0,0,0,0
Solyc10g076630.1,0,0,0,0,0,0,0,0,0,0,0,0
Solyc07g008250.3,1390,2177,1899,1566,1421,2247,2465,1620,2591,2536,2536,3218
Solyc04g054320.4,3544,3718,2265,3895,5183,4891,1830,1197,2211,2001,3123,2704
Solyc08g059730.1,394,518,421,419,394,423,255,134,135,251,114,204
Solyc04g076470.1,716,1227,471,763,965,639,250,263,260,517,728,484
Solyc11g020960.2,2083,1605,1469,1993,3930,2237,80,38,267,181,96,124
Solyc00g500272.1,0,0,0,0,0,0,0,0,0,0,0,0
Solyc06g005980.4,0,9,14,20,1,46,160,89,75,185,24,49
Solyc07g041920.4,75,266,286,92,274,2488,4298,2062,3149,1439,877,2694
Solyc06g009815.1,0,0,0,0,0,0,0,0,0,0,0,0
Solyc04g081950.4,376,577,262,327,385,722,344,193,104,260,219,221
Solyc01g058020.4,704,960,1266,748,779,898,325,130,219,213,273,220
Solyc07g005730.4,3436,5263,2718,4353,5282,6553,3011,1866,3000,2993,4043,3415
Solyc06g066610.4,1866,2791,1631,1371,2127,2367,1405,1008,1574,1770,1558,1883
Solyc07g041790.1,0,0,0,0,0,0,0,0,0,6,0,0
Solyc09g092750.3,6,125,78,31,74,170,1261,398,555,350,244,368
Solyc12g150109.1,0,0,0,1,0,0,0,0,0,0,0,0
Solyc08g080690.4,3186,2835,1699,2859,3219,3750,1654,1017,1737,2170,1570,1935
Solyc04g076350.1,31,5,27,16,12,1,6,17,8,20,43,21
Solyc11g150115.1,0,0,0,0,0,0,0,0,0,0,0,0
Solyc10g055820.3,8,11,18,4,12,28,4,1,9,33,71,124
Solyc08g080080.4,417,638,341,441,401,470,609,358,628,812,488,566
Solyc07g044880.3,376,293,345,274,448,498,605,364,524,543,223,276
Solyc09g059080.1,0,0,0,0,0,0,0,0,0,0,0,0
Solyc06g036230.4,0,0,0,0,0,0,0,0,0,0,0,0
Solyc10g045770.3,0,0,0,0,0,0,0,0,0,0,0,0
Solyc03g065300.1,0,0,0,0,0,0,0,0,0,0,0,0
Solyc04g054440.3,14,28,87,1,5,16,6,1,0,8,5,1
Solyc02g011780.3,0,0,0,0,0,0,0,0,0,0,0,0
Solyc09g084450.3,7,38,11,0,0,39,256,345,189,118,24,106
Solyc00g500392.1,0,0,0,0,0,0,0,0,0,0,0,0
Solyc03g120620.3,760,930,516,1905,1778,2565,825,509,905,1315,408,742
Solyc12g007290.1,30,60,83,64,51,110,26,10,12,14,34,2
Solyc01g067005.1,0,0,0,0,0,0,0,0,0,0,0,0
Solyc00g016590.1,0,0,0,0,0,0,0,0,0,0,0,0
Solyc01g066140.2,0,0,0,0,0,0,0,0,0,0,0,0
Solyc08g080700.3,0,0,0,0,0,0,0,0,0,0,0,4
Solyc12g006977.1,0,0,0,0,0,0,0,0,0,0,0,0
Solyc06g066000.3,15313,17138,14109,18095,19284,20614,45950,34768,38660,27537,21777,34406
Solyc12g056995.2,325,243,138,147,231,366,208,67,209,130,138,199
Solyc09g015580.1,0,0,0,0,0,0,0,0,0,0,0,0
Solyc12g088310.3,460,526,430,544,583,832,321,304,502,502,642,582
Solyc02g033080.2,0,0,0,0,0,0,0,0,0,0,0,0
Solyc06g066730.3,1313,1690,1298,963,1300,1613,2228,1458,1816,2060,877,1293
Solyc07g041180.4,371,472,331,384,420,652,339,232,328,299,284,492
Solyc09g011620.2,2,14,9,0,3,10,0,0,0,1,2,5
Solyc06g035883.1,0,0,0,0,0,0,0,0,0,0,0,0
Solyc09g037050.2,0,0,0,0,0,0,0,0,0,0,0,0
Solyc11g020840.1,0,0,0,0,0,0,0,0,0,0,0,0
Solyc12g099520.3,0,0,0,0,0,0,0,0,0,0,0,0
Solyc05g008720.2,0,0,0,0,0,0,0,0,0,0,0,0
Solyc12g040230.1,0,0,0,0,0,0,0,0,0,0,0,0
Solyc01g094590.4,222,327,184,352,304,600,106,63,93,54,90,54
Solyc08g076970.3,972,12210,5115,352,1306,17433,3130,4251,7479,7534,6001,6606
Solyc09g007530.3,2039,2184,1606,2222,2695,2969,771,555,1158,1386,2362,1997
Solyc09g015340.3,0,0,0,0,0,0,0,0,0,0,0,0
Solyc12g056025.1,32,37,4,21,5,20,8,9,9,7,10,14
Solyc06g036600.3,0,0,0,0,0,0,0,0,0,0,0,0
Solyc00g019970.2,10,22,40,31,53,34,25,12,16,39,4,54
Solyc08g069210.1,0,0,0,0,0,0,0,0,0,0,0,0
Solyc10g055700.2,497,638,389,593,482,655,699,690,608,477,284,578
Solyc10g084750.1,4,1,0,0,0,1,12,1,8,10,14,6
Solyc10g084630.2,1553,1985,665,921,1343,1280,840,500,379,346,619,434
Solyc01g091560.2,14,49,22,19,11,49,55,23,18,12,3,11
Solyc06g036590.1,76,144,106,46,84,103,20,73,78,138,42,109
Solyc01g111090.3,3031,4642,3527,3023,3224,3267,1897,1283,1816,2468,2240,2216
