Gene,GAs1,GAs2,GAs3,GC1,GC2,GC3,UAs1,UAs2,UAs3,UC1,UC2,UC3
Solyc01g066740.3,827,914,777,505,732,1258,837,487,980,771,327,443
Solyc06g051200.3,6202,7253,6599,7139,6097,8042,23498,18122,13801,7091,4156,7714
Solyc03g053080.3,696,1117,536,387,486,676,405,255,471,692,224,551
Solyc09g008740.1,0,0,0,0,0,0,0,0,8,16,7,56
Solyc06g031660.3,0,0,0,0,0,0,0,0,0,0,0,0
Solyc10g045420.3,1096,2853,3197,1153,697,998,680,390,350,413,340,556
Solyc07g008480.3,136,105,82,118,60,143,51,72,64,94,30,71
Solyc03g032150.3,2597,3871,2890,3691,3855,3112,617,235,559,918,1637,1224
Solyc08g150140.1,0,0,0,0,0,0,0,0,0,0,0,0
Solyc06g076850.3,17719,19808,15484,15067,15734,20349,6401,5938,7694,8169,8686,10597
Solyc07g008850.3,337,289,184,250,361,463,276,132,207,266,92,173
Solyc10g074580.2,13063,17395,11182,16310,16200,17415,10783,8364,11771,9942,8754,11381
Solyc10g037850.1,0,0,0,0,0,0,0,0,0,0,0,0
Solyc03g045150.1,0,0,0,0,0,0,5,9,0,0,8,0
Solyc10g052820.1,0,0,0,0,0,0,0,0,0,0,0,0
Solyc02g067070.4,824,737,480,748,874,925,626,412,620,472,540,553
Solyc03g093380.2,94,89,54,167,129,186,154,69,101,72,26,31
Solyc08g068145.1,0,0,0,0,0,0,0,0,0,0,0,0
Solyc09g047910.4,1516,1325,1751,1209,1131,1125,2220,1343,2026,756,706,1190
Solyc12g019917.1,0,0,0,0,0,0,0,0,0,0,0,0
Solyc03g059350.3,399,371,311,447,518,635,602,197,313,183,220,165
Solyc08g016580.1,51,54,54,43,28,63,200,56,74,38,61,37
Solyc07g016170.4,298,830,576,387,520,933,1422,601,1046,825,374,667
Solyc07g062980.4,10,8,7,0,4,29,26,34,25,71,7,15
Solyc07g047915.1,1,0,0,0,0,4,0,1,0,1,5,0
Solyc05g046360.3,2,0,27,9,32,100,12,6,38,1,5,8
Solyc09g008860.4,45,58,82,82,4,88,1548,957,1024,720,127,374
Solyc07g042880.1,0,0,0,0,0,0,0,0,0,0,1,0
Solyc06g076970.3,11754,16180,8606,10152,14202,12580,7661,4429,7071,7858,15422,10198
Solyc05g045650.4,793,1284,814,1071,1451,1278,846,614,1053,1226,952,1231
Solyc02g011920.2,0,0,0,0,0,0,0,0,0,0,0,0
Solyc01g066500.1,0,12,14,15,8,4,4,0,0,4,0,1
Solyc02g088430.1,237,448,292,217,321,395,122,117,63,25,16,48
Solyc09g090460.3,2057,3367,2237,2354,2286,2380,2124,1907,1924,1430,1309,1991
Solyc01g112310.4,1806,1553,1246,1467,1685,1592,1435,1026,1294,1319,1256,1556
Solyc03g124110.2,204,766,752,710,19,112,0,0,0,0,0,0
Solyc10g049283.1,0,0,0,0,0,0,0,0,0,0,0,0
Solyc03g116420.1,0,0,0,0,0,0,0,0,0,0,0,0
Solyc10g011910.4,117,343,373,238,74,114,57,40,64,72,65,63
Solyc01g011510.4,685,1061,744,1099,1782,1934,2365,1304,1222,1935,1127,1678
Solyc10g045170.1,28,44,23,18,13,40,20,17,20,56,20,34
Solyc09g090340.3,198,371,231,193,296,286,417,282,423,385,230,380
Solyc10g074460.3,0,0,0,0,0,0,0,0,1,0,0,0
Solyc03g032030.4,637,571,206,209,371,528,186,67,116,80,163,93
Solyc01g104980.4,2055,2255,1601,1866,2182,2531,1094,706,1050,1319,1221,1263
Solyc03g013080.1,0,0,0,0,0,0,0,0,0,0,0,0
Solyc03g116540.1,75,63,62,7,39,86,0,1,10,9,7,8
Solyc06g048905.1,8,11,0,6,18,7,8,0,0,0,4,4
Solyc10g045290.2,393,492,260,209,413,516,219,157,201,171,98,77
Solyc03g080020.4,1323,1419,1136,2241,1956,2078,346,220,458,532,739,614
Solyc05g046240.1,0,0,0,0,0,0,0,0,0,0,0,0
Solyc06g064440.3,730,859,427,589,644,1129,894,429,655,653,368,476
Solyc07g062860.3,2983,4328,2262,2894,3614,3850,777,697,1339,2064,2723,1644
Solyc06g051190.3,152,106,87,77,178,131,129,48,93,72,34,107
Solyc01g079980.3,0,0,0,0,0,4,143,179,134,102,4,31
Solyc06g050480.1,0,0,0,0,0,0,0,0,0,0,0,0
Solyc10g018780.3,57,98,68,28,129,971,146,20,91,173,54,46
Solyc09g061555.1,0,0,0,0,0,0,0,0,0,0,0,0
Solyc07g053735.1,1,1,0,0,6,0,0,0,1,2,0,0
Solyc01g066620.4,147,137,170,275,233,299,18,18,5,40,20,44
Solyc09g055590.3,1469,1721,1483,1314,1704,1634,910,589,1045,1518,1225,1312
Solyc10g080040.3,4301,4384,2350,3334,3869,4031,4808,3556,2803,2002,1227,1963
Solyc07g042760.1,168,182,98,160,186,237,54,21,10,22,22,61
Solyc01g010920.2,263,262,194,255,244,293,208,109,110,83,122,122
Solyc06g084540.3,982,1893,1179,1115,1208,1277,584,517,707,801,828,823
Solyc02g088550.4,5464,6706,4553,4931,5004,6024,3340,2529,3420,4691,4007,4695
Solyc12g015900.1,0,0,0,0,0,0,0,0,0,0,0,0
Solyc03g026330.4,1051,1594,1016,1290,1214,1203,2229,2113,2149,1403,1121,1985
Solyc11g018630.1,0,0,0,0,0,0,0,0,0,0,0,0
Solyc09g008980.2,0,0,0,0,0,0,0,0,0,1,1,0
Solyc05g054205.1,0,0,0,0,0,0,0,0,0,0,0,0
Solyc05g056110.3,1288,1783,964,1303,1472,2041,1036,688,1145,1133,1099,1007
Solyc00g244290.1,0,0,0,0,0,0,0,0,0,0,0,0
Solyc02g082890.1,41,45,48,46,47,57,15,5,4,4,14,12
Solyc03g013450.3,0,0,0,0,0,0,0,0,0,0,0,0
Solyc05g009200.3,0,0,0,0,0,0,0,0,0,0,0,0
Solyc05g010190.2,0,0,0,0,0,0,0,0,0,0,0,0
Solyc11g067230.2,3147,3883,1706,2970,3651,4074,1802,1226,1910,2424,2464,2587
Solyc05g006800.2,749,1168,700,682,696,732,480,428,382,273,151,258
Solyc01g096400.4,1275,1643,1320,1285,1621,2228,661,179,434,327,732,538
Solyc11g039380.1,0,0,0,0,0,0,0,0,0,0,0,0
Solyc08g082980.2,40,42,20,90,69,113,46,5,1,13,13,30
Solyc12g009100.2,669,625,394,488,714,749,637,300,437,641,442,538
Solyc12g010090.1,0,0,0,0,0,0,0,0,0,0,0,0
Solyc12g010100.1,0,0,0,0,0,0,0,0,1,0,0,0
Solyc12g006820.1,6,10,0,22,12,7,0,0,0,0,1,1
Solyc02g085290.3,3046,2961,3474,3066,3267,4857,8917,5454,6194,2419,1724,3066
Solyc05g009190.4,2824,2913,1342,2049,2834,3189,1782,1129,1222,1691,1402,1551
Solyc03g115950.3,619,582,556,166,231,391,708,496,1081,620,409,531
Solyc09g089830.4,0,0,0,0,0,0,0,0,0,0,0,0
Solyc01g107080.3,23,261,259,39,34,4,15,2,7,0,16,40
Solyc04g078640.3,799,1732,2129,1405,1105,1203,276,196,517,172,815,523
Solyc12g062227.1,2,1,1,0,6,4,0,1,4,1,5,4
Solyc00g244300.1,0,0,0,0,0,0,0,0,0,0,0,0
Solyc07g049450.3,4379,6097,2481,2808,5088,3722,3290,1861,1926,2452,3534,2817
Solyc01g079860.3,2003,2443,1493,2569,2872,2870,928,606,971,907,957,808
Solyc03g093140.3,486,612,365,1034,1488,1723,3064,892,580,957,813,1039
Solyc01g068550.2,0,25,0,0,0,6,0,0,0,0,0,0
Solyc03g043710.1,0,0,0,0,0,0,0,0,0,0,0,0
Solyc05g053710.4,1667,1943,1068,1597,1647,2221,874,634,897,1135,963,1031
Solyc05g025980.3,0,0,0,0,0,0,0,0,0,0,0,0
Solyc08g076887.1,6,4,0,0,0,0,0,0,4,0,0,0
Solyc11g021190.2,0,0,0,0,0,0,0,0,0,0,0,0
Solyc05g056230.4,7850,11233,6794,9790,11223,9636,5655,3698,5889,6673,8702,7712
Solyc12g056010.2,0,0,0,0,0,0,0,0,0,0,0,0
Solyc01g107210.4,497,520,270,377,410,535,250,156,373,301,389,357
Solyc12g006940.2,1470,1384,601,792,1169,1526,683,471,813,1168,927,1158
Solyc00g014790.2,7,2,0,0,13,44,1,1,0,5,1,0
Solyc03g043950.4,1882,2007,1724,2281,2492,2767,3066,2186,3427,2838,2590,2973
Solyc05g009070.4,3055,4872,3767,2950,2924,2094,1127,592,788,1084,1897,1574
Solyc04g072037.1,27,0,22,18,0,46,42,84,128,80,38,84
Solyc09g030455.1,0,0,0,0,0,0,0,0,0,0,0,0
Solyc08g062783.1,0,0,0,0,0,0,0,0,0,0,1,0
Solyc05g053950.4,2003,2483,1476,2314,1865,2233,1229,817,1373,1109,910,1144
Solyc09g089950.1,0,0,0,0,0,0,0,0,0,0,0,0
Solyc05g006670.2,28,13,18,12,5,13,7,3,60,24,21,20
Solyc02g085420.4,20652,20558,11790,14905,19490,23327,11065,6177,10205,10492,10724,11175
Solyc03g093260.3,69,280,197,89,44,230,600,402,458,390,268,336
Solyc00g014800.1,1,0,0,0,0,0,0,1,0,1,1,0
Solyc00g500167.1,0,0,0,0,0,0,0,0,0,0,0,0
Solyc07g065990.1,182,181,61,193,266,219,49,22,85,51,52,51
Solyc09g010900.1,3,19,3,0,4,9,2,8,4,16,3,5
Solyc03g071790.1,0,0,0,0,0,0,0,0,0,0,0,0
Solyc05g009440.2,0,0,0,0,0,0,0,0,0,0,0,0
Solyc02g085170.4,7,14,27,13,0,10,35,16,49,31,9,22
Solyc02g082900.3,3599,4444,2267,4019,4008,5097,915,449,618,1056,2588,1772
Solyc12g056130.2,420,392,286,387,492,566,615,312,504,378,320,395
Solyc08g082860.4,335,394,333,279,441,566,258,136,138,138,143,166
Solyc04g078520.3,129,112,232,65,94,186,925,407,522,412,81,403
Solyc07g049570.3,1617,2232,1419,1628,1711,2224,991,558,610,722,647,572
Solyc05g006920.4,726,765,857,299,452,1463,3862,2272,3677,3646,3802,4681
Solyc12g006570.2,111,65,44,57,89,1235,990,503,539,203,88,231
Solyc04g078880.3,1183,939,671,1101,1429,2010,7,0,0,0,1,0
Solyc12g009090.3,921,1173,642,853,1167,1655,754,374,642,518,525,623
Solyc05g010070.3,645,688,358,445,577,635,576,358,431,261,282,378
Solyc01g096390.4,2499,2486,1859,2030,2342,3295,1490,1240,2043,2429,1451,1843
Solyc07g049210.3,1011,937,721,984,786,1230,1805,1064,1301,822,464,872
Solyc02g085540.1,4332,3451,2152,3145,4237,4531,2942,2017,2618,3162,3283,3101
Solyc01g079500.4,164,239,304,111,107,257,1558,788,950,1007,740,1182
Solyc01g099040.4,0,0,0,0,0,0,0,0,0,0,0,0
Solyc09g089580.4,283,232,491,107,218,351,178,121,782,626,378,510
Solyc00g500261.1,0,0,0,0,0,0,0,0,0,0,0,0
Solyc04g078390.3,3563,3339,1161,3002,4158,4719,1889,1044,1602,2065,1265,1857
Solyc07g065870.3,408,619,464,854,735,891,820,555,575,447,260,409
Solyc08g082620.3,99,198,171,30,56,93,500,327,252,449,235,307
Solyc05g026595.1,53,134,152,113,80,243,52,33,90,126,96,123
Solyc06g050610.3,0,0,8,0,0,0,0,0,0,0,0,0
Solyc02g093960.3,1,57,32,6,0,0,0,0,0,0,0,0
Solyc08g044445.1,0,0,0,0,0,0,0,0,0,0,0,0
Solyc08g074320.1,0,0,0,0,0,0,0,0,0,0,0,0
Solyc09g060210.1,0,0,0,0,0,0,0,0,0,0,0,0
Solyc04g039730.3,1698,1767,1256,1449,1764,1857,1451,1200,1590,1047,692,1228
Solyc01g079490.2,366,674,505,334,491,591,435,283,291,447,296,381
Solyc11g150104.1,0,0,0,4,0,0,0,0,0,0,0,0
Solyc05g025620.3,1,3,1,18,4,5,0,0,4,0,0,1
Solyc02g093840.3,1693,2060,1058,1369,1430,1729,1130,777,1012,1170,984,1183
Solyc01g068180.3,411,505,312,458,430,591,226,150,270,271,213,302
Solyc00g500047.1,0,0,0,1,0,0,0,0,0,0,0,0
Solyc10g018197.1,0,0,0,0,0,0,0,0,0,0,0,0
Solyc12g009340.2,903,1465,1015,1077,1270,936,680,340,577,873,1126,1139
Solyc01g079620.4,614,1125,311,2405,3645,3353,508,224,830,1327,746,710
Solyc02g085050.3,2348,3850,2648,2916,3165,2746,1408,735,1315,1471,1666,1482
Solyc01g099160.4,248,499,315,96,151,160,209,108,214,186,258,345
Solyc04g078400.3,1222,1378,941,998,1201,1389,875,592,771,785,741,711
Solyc05g053580.1,6,11,11,2,20,10,0,0,2,4,0,5
Solyc04g078270.3,0,0,0,0,0,0,0,0,0,0,0,0
Solyc08g082740.4,2295,3607,1541,2524,2490,2656,2293,1429,1683,1326,1879,1833
Solyc11g005020.3,3737,3960,2532,3223,3658,3981,2005,1347,1809,2051,1664,1918
Solyc00g500381.1,0,0,0,0,0,0,0,0,0,0,0,0
Solyc12g006690.2,57,95,74,139,62,234,251,238,248,245,126,170
Solyc03g046494.1,0,0,0,0,0,0,0,0,0,0,0,0
Solyc02g085660.1,10,15,0,26,0,0,4,1,1,0,6,14
Solyc10g011685.1,0,0,0,0,0,0,0,0,0,0,0,0
Solyc04g039850.1,0,0,0,0,0,0,0,0,0,0,0,0
Solyc06g050730.4,861,1128,690,895,974,932,744,565,737,692,731,690
Solyc11g065205.1,126,127,72,58,200,133,110,60,102,98,26,79
Solyc11g039750.3,0,4,2,0,14,0,0,0,3,4,3,2
Solyc01g015133.1,0,0,0,0,0,0,0,0,0,0,0,0
Solyc08g074440.4,2149,2479,1431,1460,1753,2408,1644,846,1603,1601,1500,1684
Solyc03g013330.1,0,0,0,0,0,0,0,0,0,0,0,0
Solyc05g009320.4,0,0,0,0,0,0,0,1,0,0,0,0
Solyc01g068060.4,5167,5859,4704,7796,7127,7208,3052,2306,3861,2695,4761,3593
Solyc04g005000.1,6,0,0,0,0,0,0,0,0,0,1,0
Solyc12g006700.3,3140,3731,2721,2827,3212,3116,1350,994,1904,1789,2242,2140
Solyc12g035810.1,0,0,0,0,0,0,0,0,0,0,0,0
Solyc05g006790.2,12,27,0,4,4,4,0,4,3,0,0,0
Solyc12g009220.2,1139,8412,6538,826,1140,735,72,55,26,223,199,118
Solyc08g007500.3,30,45,38,6,20,18,22,26,28,72,11,38
Solyc02g078020.3,2749,2344,1113,1954,2055,2097,275,118,282,257,476,500
Solyc05g053460.1,0,0,0,0,0,0,0,0,0,0,0,0
Solyc10g051373.1,7748,1993,2959,1216,4152,9559,3638,1124,1821,3299,2999,2081
Solyc02g066853.1,0,0,0,0,0,0,0,0,0,0,0,1
Solyc03g071550.3,553,807,446,711,770,862,568,290,545,472,482,456
Solyc12g056620.2,1520,1566,1113,1870,1883,1609,2996,1523,2069,1160,1210,1480
Solyc01g096520.3,3886,6254,3567,3868,4419,4653,3333,2113,2500,1923,3809,2991
Solyc02g082410.4,175,98,95,29,72,97,132,21,41,89,65,42
Solyc12g009710.1,7,0,17,30,0,0,0,0,0,0,0,0
Solyc12g006210.1,67,54,42,90,127,143,65,33,60,45,68,32
Solyc12g017460.1,2548,8164,8451,1809,1471,3058,306,275,245,566,129,234
Solyc09g005120.3,1587,2154,779,1249,2481,1138,823,628,864,1184,2017,1052
Solyc09g010530.3,216,113,31,0,18,5,3710,2893,5781,2046,1725,2605
Solyc01g086900.4,1783,1883,1673,1853,1908,2308,2889,1980,2066,1317,658,946
Solyc01g016725.1,0,0,0,0,0,0,0,0,0,0,0,0
Solyc07g065630.4,9203,10801,6657,6405,8142,9369,3763,2813,4261,6836,4994,7761
Solyc02g088180.3,544,1087,548,1347,1694,1977,572,111,300,230,277,188
Solyc08g007490.3,1315,1721,763,1128,1011,1183,1606,1105,917,646,622,547
Solyc01g079250.3,11111,10670,6851,8640,9433,11359,7799,4607,6673,7878,5420,6476
Solyc03g006290.4,62,62,28,16,86,549,494,94,170,158,225,245
Solyc02g078140.3,2954,3662,1538,2234,2832,2270,3430,2727,4200,5486,5407,6062
Solyc09g010650.1,122,163,50,97,209,115,200,123,391,521,1272,876
Solyc07g065510.4,1743,1609,882,2043,1966,2332,1268,744,1158,1302,1396,1286
Solyc12g056740.2,5301,5935,4179,4331,4702,5489,4506,3450,2720,2023,2043,2030
Solyc01g016605.1,0,0,0,0,0,0,0,0,0,0,0,0
Solyc04g057950.2,42,35,15,18,14,30,29,11,9,37,2,42
Solyc03g063250.1,0,0,0,0,0,0,0,0,0,0,0,0
Solyc01g079130.2,0,0,6,0,0,1,0,1,8,0,0,0
Solyc01g081340.4,7,33,64,6,1,13,148,41,91,30,52,36
Solyc06g050850.1,6,0,0,1,0,0,0,0,0,0,1,0
Solyc12g009830.2,960,1015,568,908,1002,998,232,172,393,436,694,562
Solyc11g071240.2,27,12,27,11,18,67,133,122,175,179,34,62
Solyc10g150110.1,0,0,0,0,0,0,0,0,0,0,0,0
Solyc02g093600.3,165,254,135,155,227,164,10,1,29,3,36,35
Solyc02g085780.3,3210,3343,2156,2287,2786,2579,3738,2315,2642,1672,2157,2526
Solyc05g006180.3,0,0,0,0,0,0,0,0,0,0,0,0
Solyc05g006310.3,0,0,0,0,0,0,0,0,0,0,0,0
Solyc07g042150.3,2186,2667,1492,2588,3264,2703,1123,897,1234,1143,1164,917
Solyc08g007370.3,1024,1211,656,1323,1215,1400,473,454,445,592,466,525
Solyc04g064958.1,0,0,0,0,0,0,0,0,0,0,0,0
Solyc09g082280.3,0,0,0,1,0,0,0,0,0,0,0,0
Solyc02g088060.3,0,0,0,0,0,1,0,0,0,0,0,0
Solyc01g079370.4,1,6,2,0,0,0,50,11,0,56,5,3
Solyc02g093720.3,1794,1507,777,1461,2292,1404,6925,5225,8543,8672,9139,11559
Solyc08g077080.1,0,13,9,8,3,14,10,0,0,4,3,4
Solyc09g005240.3,0,0,0,0,0,0,0,0,0,0,0,0
Solyc12g070155.1,0,6,0,8,0,0,0,0,0,0,0,0
Solyc12g056860.2,1756,1569,1218,327,930,1252,1377,656,2044,1233,1514,1245
Solyc01g107820.2,18601,44396,29317,24160,23026,18047,4357,2719,10228,15124,30638,29162
Solyc11g013020.2,1279,1158,752,1179,1441,1500,728,525,775,840,1327,943
Solyc02g038750.3,2977,2637,1530,1672,1927,2100,935,502,527,648,792,779
Solyc11g044515.1,821,719,558,659,891,1196,582,447,533,527,470,562
Solyc06g034180.2,2,0,0,0,0,0,0,0,0,0,0,0
Solyc01g096760.3,1600,1839,894,1339,1614,1622,1253,649,677,562,682,588
Solyc02g087377.1,0,0,0,0,0,0,0,0,0,0,0,0
Solyc04g071220.1,0,0,0,0,0,0,0,0,0,0,0,0
Solyc03g006300.3,92,95,40,134,71,355,262,215,220,165,52,90
Solyc02g078260.3,4612,5582,3508,4157,4821,5181,3406,2244,2780,4322,3381,4171
Solyc10g050880.2,17,52,16,26,0,20,0,0,0,108,123,230
Solyc05g025500.3,916,1253,932,1047,1165,1467,1197,770,1030,888,515,545
Solyc07g042270.4,1629,1950,1807,1161,1472,1706,769,496,721,761,736,887
Solyc10g018207.1,0,0,0,0,0,0,0,0,0,1,0,0
Solyc11g044875.1,0,0,0,0,0,0,0,0,0,0,0,0
Solyc01g081220.2,0,0,0,0,0,0,0,0,0,0,0,0
Solyc05g009810.2,0,0,0,0,0,0,0,0,0,0,0,0
Solyc12g009460.1,1,0,0,0,4,1,0,4,0,0,0,0
Solyc02g078380.3,286,478,503,333,585,504,82,191,326,92,573,522
Solyc12g056980.1,468,731,804,244,418,563,603,374,411,422,304,374
Solyc09g010890.1,0,0,0,0,0,0,0,0,0,0,0,0
Solyc03g063010.2,0,0,0,0,0,0,0,0,0,0,0,0
Solyc01g107940.3,772,1115,733,907,872,953,391,240,374,501,530,463
Solyc08g077210.4,21649,55037,40670,22485,14552,8039,1961,870,1316,1748,2886,2441
Solyc09g063090.4,1071,1828,725,1346,1631,2014,1094,752,1756,2941,2645,2579
Solyc09g059105.1,0,0,0,0,0,0,0,0,0,0,0,0
Solyc10g079795.1,0,1,0,0,0,0,0,0,0,0,0,0
Solyc11g010860.3,0,0,0,0,0,0,0,1,0,0,0,0
Solyc09g097830.4,3054,2801,2110,2723,3117,3463,2691,1923,3068,3756,2571,3463
Solyc12g017710.1,0,0,0,0,0,0,0,0,0,0,0,0
Solyc08g079990.3,0,0,0,0,0,0,0,0,0,0,0,0
Solyc05g006550.4,222,312,191,221,227,273,435,173,214,263,47,179
Solyc12g006450.2,3625,4818,2626,3910,4233,4713,2152,2008,2370,2845,2976,3762
Solyc05g009560.4,384,570,198,319,355,480,354,299,226,170,199,199
Solyc12g077527.1,0,0,0,0,0,0,0,0,0,0,0,0
Solyc03g043580.3,0,0,0,0,0,0,0,0,0,0,0,0
Solyc01g086770.1,0,0,0,0,0,0,0,0,0,0,0,0
Solyc08g007250.3,1070,1125,654,1291,1284,868,1254,778,569,287,202,479
Solyc07g065380.4,5527,11362,5724,10546,9700,3668,4723,1446,3666,1502,2796,2392
Solyc09g060080.4,1874,1812,1016,986,1294,2130,961,723,778,1691,941,1435
Solyc06g011380.2,122,211,113,80,128,114,80,60,110,158,81,110
Solyc02g093470.4,3169,3334,1976,3484,3802,4434,1043,677,921,2153,2018,1983
Solyc03g006050.4,993,2486,1557,1362,1032,1480,839,697,993,765,319,585
Solyc00g500141.1,0,0,0,0,0,2,1,0,1,0,1,1
Solyc07g049690.3,1796,3409,4272,2774,2122,4645,5970,2797,3568,4259,3750,4840
Solyc02g085910.4,0,0,0,0,0,0,0,6,0,0,0,0
Solyc01g081100.3,0,1,1,0,0,0,0,0,0,0,0,0
Solyc12g017830.3,3861,5423,3180,2907,3981,4597,2250,1633,1711,2967,1793,2234
Solyc03g071800.2,0,0,0,0,0,0,0,0,0,0,0,0
Solyc11g010980.2,0,1,0,0,0,0,0,0,2,0,1,1
Solyc04g078760.4,2531,3828,2506,2599,2900,2966,2764,1573,2881,2836,2684,2656
Solyc05g006430.3,42,26,49,33,20,78,20,19,16,20,23,74
Solyc08g079870.3,20158,44254,24300,23219,21880,13680,1317,1788,1877,10167,31762,25993
Solyc03g006170.4,0,0,0,0,0,0,0,0,0,0,0,0
Solyc09g097950.3,0,0,3,0,0,0,0,1,0,0,0,0
Solyc00g500287.1,0,0,0,0,0,0,0,0,0,0,0,0
Solyc12g009580.2,220,570,544,48,122,340,1807,1391,1598,2007,803,1624
Solyc09g089710.3,52,44,33,73,72,63,105,10,69,49,36,15
Solyc10g085110.3,0,0,0,0,0,0,0,0,0,0,0,10
Solyc01g096880.4,35,73,106,10,31,8,1033,890,1456,237,248,695
Solyc02g082770.3,5523,3741,2938,3139,4525,3832,1583,492,1335,903,2395,1399
Solyc01g086890.3,10015,13922,8295,9579,12187,12229,6837,4559,8706,8681,12157,11365
Solyc08g077330.3,264,482,1739,64,86,181,34,19,126,227,319,159
Solyc05g053830.3,4006,5412,3067,3538,4381,4692,2195,1792,1994,2960,2577,3198
Solyc07g049700.1,81,201,233,269,97,121,23,6,40,68,87,84
Solyc09g082160.4,832,1081,760,1247,1110,1042,890,487,696,679,911,773
Solyc00g500021.1,3,0,0,0,0,3,0,7,2,2,1,1
Solyc02g012020.3,0,6,0,0,0,0,0,0,0,0,0,0
Solyc09g014643.1,0,0,0,0,0,0,0,0,0,0,0,0
Solyc10g150136.1,0,0,0,0,0,0,0,0,0,0,0,0
Solyc07g042030.2,348,394,195,171,283,342,111,96,153,269,93,252
Solyc08g007130.4,3327,7554,3445,3106,3581,3666,3005,2233,1549,2056,2079,2987
Solyc04g057830.1,85,611,647,297,132,39,32,1,28,19,24,17
Solyc12g032920.3,0,0,0,0,0,0,0,0,0,0,0,0
Solyc09g010770.3,517,710,300,382,631,759,385,250,353,403,326,381
Solyc02g093590.3,1807,2028,1459,1931,2021,2920,270,211,275,307,69,157
Solyc05g009680.1,640,943,546,771,1051,1814,2484,1957,2377,2738,1110,1671
Solyc01g081090.2,0,0,0,0,0,22,6,6,0,1,0,0
Solyc01g068430.3,0,0,0,0,0,0,6,0,0,0,0,0
Solyc09g005000.1,1546,4987,3158,3721,2310,1366,96,153,219,1074,1745,1809
Solyc07g042915.1,0,0,0,0,0,0,0,0,0,0,0,0
Solyc01g021695.1,0,0,0,0,0,0,0,0,0,0,0,0
Solyc12g100190.2,2,37,24,22,0,33,194,37,76,19,18,27
Solyc02g014680.1,9,0,0,0,0,0,0,2,0,0,10,0
Solyc11g007930.1,36,110,132,57,62,149,1291,748,772,847,182,285
Solyc09g008010.3,4982,9838,6331,5448,5175,3759,579,275,675,1171,2338,2162
Solyc01g057300.2,0,0,0,1,0,6,0,0,0,0,0,0
Solyc01g089850.4,2833,4335,1668,1949,1719,1627,2080,1204,1635,2039,658,1048
Solyc03g006910.3,0,23,4,1,0,12,0,5,1,0,0,0
Solyc09g005610.4,0,0,0,0,0,12,33,4,92,24,32,7
Solyc09g008130.3,1468,1130,674,1470,1567,1856,1008,730,922,581,570,724
Solyc10g008060.4,464,414,271,451,547,502,447,324,295,375,278,251
Solyc03g121460.1,1804,3889,2245,2454,2030,1589,666,491,1219,1750,2447,1700
Solyc08g067410.2,1442,1993,1808,1785,2156,2235,1599,570,1135,905,1146,907
Solyc02g093110.3,12369,15858,11582,10611,11563,13625,4539,3750,6637,8637,11840,8092
Solyc10g050400.1,0,0,0,0,0,0,0,0,0,0,0,0
Solyc02g062860.3,0,0,8,0,1,0,0,0,0,0,0,0
Solyc02g065020.2,0,6,0,0,0,0,2,2,9,20,0,6
Solyc01g014055.1,0,0,0,0,0,0,0,0,0,0,0,0
Solyc03g006780.2,11,31,37,56,32,138,122,77,43,139,27,101
Solyc01g099890.3,1492,1896,1394,1280,1950,1658,1487,860,1164,1229,1153,1165
Solyc06g074060.2,0,0,0,0,0,0,0,0,0,0,0,0
Solyc08g067280.1,130,187,107,85,197,162,59,122,182,192,55,174
Solyc08g061560.3,1796,1487,1832,1576,1923,3731,2528,2007,3062,2649,455,1671
Solyc06g008080.2,15,0,5,2,8,0,8,0,0,3,0,0
Solyc07g009583.1,0,0,0,0,0,0,0,0,0,0,0,0
Solyc09g005850.3,946,1172,970,885,1200,1425,992,618,927,1043,848,848
Solyc12g016143.1,0,0,0,0,0,0,0,0,0,0,0,0
Solyc07g018230.2,72,69,28,44,67,69,49,28,12,67,21,48
Solyc08g007010.4,3659,5073,3139,4282,4204,4549,4005,2994,3769,2716,3400,3658
Solyc11g013630.1,0,0,0,0,0,0,0,0,0,0,0,0
Solyc01g150118.1,131,165,105,156,89,237,84,52,71,53,29,52
Solyc04g054820.3,419,655,749,276,247,211,234,95,123,137,168,232
Solyc03g006660.3,1257,1591,591,823,1008,1326,646,345,667,628,664,815
Solyc08g061680.3,0,0,0,0,0,0,0,0,0,0,0,0
Solyc12g036485.1,0,0,0,0,0,0,0,0,0,0,0,0
Solyc10g008180.2,95,69,33,59,86,13,0,24,39,19,39,15
Solyc04g007780.3,190,114,220,5,78,12,362,171,202,246,104,136
Solyc07g039615.1,0,0,10,0,0,0,0,22,0,31,48,0
Solyc09g090005.1,0,1,0,0,0,0,0,0,0,0,0,0
Solyc11g013380.1,672,611,393,522,609,791,428,289,360,258,248,383
Solyc01g086650.3,777,1080,662,773,840,916,1511,1143,799,456,312,522
Solyc01g099900.4,31363,27505,14204,20166,23981,22479,31062,18987,16410,14390,14568,12516
Solyc03g121340.1,178,568,423,308,155,71,0,2,8,17,46,11
Solyc03g063860.1,0,0,0,0,0,0,0,0,0,0,0,0
Solyc10g050150.1,0,0,0,0,0,0,0,0,0,0,0,0
Solyc12g100070.3,382,415,343,501,431,515,221,135,267,277,225,281
Solyc02g062740.3,2743,2843,1734,2341,2764,2858,2205,1445,1835,2295,1996,2297
Solyc08g080105.1,0,0,0,0,0,0,0,0,0,0,0,0
Solyc03g121220.2,0,0,0,0,0,12,0,0,0,0,0,0
